Time (hh:mm:ss), Latitude (deg), Longitude (deg), Altitude (m), Distance (m), Displacement (m), Ground Speed (km/h), Target Speed (km/h), Power (W), Cadence (rpm), Velocity (km/h), Simulated Distance (m), Heart Rate (bpm), Battery (V),,,,,,,
0:48:57,40.4081458,-117.0471878,1449.841156,3047,6593,74.9519958,0,236.3197479,81.9672088,86.5256652,1839.655395,0,12.0731525, ,,,,,,
0:48:59,40.4085159,-117.0472946,1449.584198,3088,6553,75.5999984,0,276.4473724,82.6446227,87.1909789,1892.383057,0,12.1127366, ,,,,,,
0:49:01,40.4088859,-117.0473785,1449.335175,3130,6513,76.3559951,0,304.838623,83.2754974,87.7065658,1927.448486,0,12.0731525, ,,,,,,
0:49:03,40.4092597,-117.0474853,1449.108246,3171,6473,76.7879943,0,214.3872833,83.8379058,88.2723007,1997.519043,0,12.0731525, ,,,,,,
0:49:05,40.4096374,-117.0475845,1448.916229,3213,6433,77.1119995,0,262.4563445,84.2696609,88.5356674,2032.520874,0,12.0731525, ,,,,,,
0:49:07,40.4100112,-117.0476913,1448.75827,3254,6393,77.5799941,0,265.5882415,84.6262283,88.810707,2067.4823,0,12.0731525, ,,,,,,
0:49:09,40.4103927,-117.0477905,1448.660248,3297,6351,77.9039992,0,243.8057861,85.1063766,89.206726,2119.862434,0,12.0731525, ,,,,,,
0:49:11,40.410778,-117.0478897,1448.540253,3340,6310,78.3359985,0,203.2230682,85.3484954,89.4728851,2172.200569,0,12.0731525, ,,,,,,
0:49:13,40.4111633,-117.0479812,1448.391205,3382,6269,78.7679977,0,263.2467803,86.1450042,90.0632476,2241.874161,0,12.0731525, ,,,,,,
0:49:15,40.4115447,-117.048088,1448.210175,3425,6228,79.1639938,0,220.6783752,86.6425933,90.5767593,2294.12294,0,12.0731525, ,,,,,,
0:49:17,40.4119377,-117.0481719,1447.967255,3469,6185,79.5239944,0,209.9560088,87.019577,91.0510864,2346.404938,0,12.0731525, ,,,,,,
0:49:19,40.4123268,-117.0482788,1447.70517,3512,6143,80.0279998,0,250.8420562,87.4210739,91.6197356,2398.643707,0,12.0731525, ,,,,,,
0:49:21,40.4127197,-117.0483932,1447.419159,3556,6101,80.5319976,0,230.2724609,87.7192916,91.7874984,2416.067291,0,12.0731525, ,,,,,,
0:49:23,40.4131164,-117.0484924,1447.141205,3600,6058,81.107994,0,238.1477508,88.3002166,92.3332671,2468.30191,0,12.0731525, ,,,,,,
0:49:25,40.4135131,-117.0485992,1446.808197,3644,6016,81.5759963,0,207.2767333,89.0207672,93.032875,2537.89566,0,12.0731525, ,,,1.561403509,,1.2,1.5
0:49:27,40.4139137,-117.0486984,1446.506195,3688,5972,81.972,0,166.5656509,57.3065872,93.4802932,2600.868591,0,12.0731525, ,,,,,,
0:49:29,40.4143104,-117.0488128,1446.229218,3732,5929,82.4039993,0,209.1088104,57.6645812,93.9045104,2655.132019,0,12.0731525, ,,,,,,
0:49:31,40.4147148,-117.0489273,1445.925262,3778,5886,82.907997,0,226.1918792,57.8034629,94.1365203,2682.24115,0,12.0731525, ,,,,,,
0:49:33,40.4151229,-117.0490341,1445.575165,3823,5841,83.6999969,0,293.9299773,58.2807159,94.6690063,2736.368103,0,12.0731525, ,,,,,,
0:49:35,40.4155311,-117.0491332,1445.171234,3869,5797,84.383995,0,290.9772185,58.7227745,95.164833,2790.246765,0,12.0731525, ,,,,,,
0:49:37,40.4159507,-117.0492401,1444.83017,3915,5752,84.959999,0,301.164978,59.0841903,95.4205627,2817.127136,0,12.0731525, ,,,,,,
0:49:39,40.4163665,-117.0493545,1444.473236,3961,5707,85.5719985,0,264.8139495,59.4059371,95.8321838,2870.784119,0,12.0731525, ,,,,,,
0:49:41,40.4167861,-117.0494537,1444.120209,4009,5660,86.1479949,0,286.0377655,60.1202354,96.5972824,2951.042664,0,12.0731525, ,,,,,,
0:49:43,40.4172096,-117.0495529,1443.816254,4055,5615,86.4719924,0,274.1993865,60.5143699,97.1267929,3004.464111,0,12.0731525, ,,,,,,
0:49:45,40.417633,-117.0496826,1443.515228,4102,5569,86.9759978,0,249.2536621,60.7594909,97.5972289,3057.960205,0,12.0731525, ,,,,,,
0:49:47,40.4180602,-117.049797,1443.13327,4150,5522,87.659996,0,274.7195587,61.0376358,98.115364,3111.400642,0,12.0731525, ,,,,,,
0:49:49,40.4184913,-117.0499038,1442.671234,4197,5476,88.3079986,0,271.7172393,61.6332778,98.8483581,3191.427986,0,12.0731525, ,,,,,,
0:49:51,40.4189262,-117.0500183,1442.246185,4246,5428,88.9199981,0,262.6156158,62.06361,99.3548278,3244.653824,0,12.0731525, ,,,,,,
0:49:53,40.4193611,-117.0501327,1441.794159,4294,5381,89.5319976,0,272.1838836,62.4024925,99.6326751,3271.227066,0,12.0335693, ,,,,,,
0:49:55,40.4197997,-117.0502471,1441.357269,4344,5333,90.107994,0,289.8167571,62.8272209,100.1951827,3324.303253,0,12.0731525, ,,,,,,
0:49:57,40.4202423,-117.0503616,1440.901215,4393,5285,90.7559967,0,277.7470245,63.2244415,100.745758,3377.357697,0,12.0335693, ,,,,,,
0:49:59,40.4206886,-117.0504913,1440.434174,4442,5236,91.223999,0,236.893753,63.7958488,101.5098037,3456.855011,0,12.0731525, ,,,,,,
0:50:01,40.4211349,-117.0506057,1440.030243,4492,5187,91.5479965,0,270.16716,64.0683364,102.0300979,3509.876495,0,12.0731525, ,,,,,,
0:50:03,40.421585,-117.0507049,1439.674164,4542,5138,91.8359985,0,221.7955627,64.1711196,102.4217071,3562.977081,0,12.0335693, ,,,,,,
0:50:05,40.4220313,-117.0508346,1439.32016,4592,5089,92.159996,0,202.8007049,64.2742309,102.5942153,3589.557892,0,12.0731525, ,,,,,,
0:50:07,40.4224891,-117.0509643,1438.947235,4643,5039,92.6279983,0,280.8001861,64.7074661,103.536621,3695.941956,0,12.0731525, ,,,,,,
0:50:09,40.4229392,-117.0510635,1438.495209,4693,4990,93.0239944,0,221.9661101,65.0054092,103.7208175,3722.511292,0,12.0335693, ,,,,,,
0:50:10,40.4231719,-117.0511398,1438.265228,4719,4964,93.4199981,0,290.306076,65.3238906,104.1655273,3775.644348,0,12.0335693, ,,,,,,
0:50:10,40.4231719,-117.0511398,1438.265228,4719,4964,93.4199981,0,284.6022186,65.8616866,104.8908157,3855.216614,0,12.0731525, ,,,,,,
0:50:10,40.4231719,-117.0511398,1438.265228,4719,4964,93.4199981,0,307.0631713,66.2251586,105.3827438,3908.190491,0,12.0335693, GPS lost connection. ,,,,,,
0:50:10,40.4231719,-117.0511398,1438.265228,4719,4964,93.4199981,0,174.9228133,66.5557327,105.7729492,3987.641907,0,12.0335693, ,,,,,,
0:50:19,40.4247093,-117.0515441,1436.689178,4890,4796,95.435997,0,238.822525,66.8151397,106.1179656,4040.553711,0,12.0731525, ,,,,,,
0:50:21,40.4257202,-117.0518112,1435.773163,5003,4685,95.6879958,0,248.7421722,66.8523635,106.4985351,4093.560303,0,12.0731525, ,,,,,,
0:50:23,40.4261894,-117.0519256,1435.449188,5055,4634,96.0839996,0,350.6009826,67.1892471,107.0945281,4146.6399,0,12.0731525, ,,,,,,
0:50:25,40.4266586,-117.0520553,1435.104218,5108,4582,96.5879974,0,272.6244659,67.3022918,107.3407516,4173.19117,0,12.0731525, ,,,,,,
0:50:27,40.4271316,-117.0521774,1434.707245,5160,4530,97.1639938,0,342.594757,67.6056289,108.2803115,4252.926041,0,12.0731525, ,,,,,,
0:50:29,40.4276084,-117.0523071,1434.264252,5214,4477,97.5599975,0,297.6010894,68.2205734,109.1096038,4332.81131,0,12.0731525, ,,,,,,
0:50:31,40.4280853,-117.0524368,1433.75119,5267,4425,97.9559936,0,302.2392578,68.454071,109.6544799,4386.138947,0,12.0731525, ,,,,,,
0:50:33,40.4285659,-117.0525665,1433.270233,5320,4372,98.1359939,0,314.2557983,68.7285156,110.3022231,4466.269806,0,12.0335693, ,,,,,,
0:50:35,40.4290504,-117.0526962,1432.852264,5374,4318,98.6399993,0,357.3138732,68.965515,110.7544479,4519.752716,0,12.0731525, ,,,,,,
0:50:37,40.429531,-117.0528106,1432.363251,5428,4265,98.9279937,0,301.022583,69.2440795,111.1186218,4573.220489,0,12.0731525, ,,,,,,
0:50:39,40.4300193,-117.0529479,1431.871185,5483,4211,99.4679946,0,317.6231384,69.5249099,111.6590575,4653.370911,0,12.0731525, ,,,,,,
0:50:41,40.4305038,-117.0530776,1431.37326,5536,4158,99.7199936,0,229.0976409,69.7268982,111.7587127,4680.072571,0,12.0335693, ,,,,,,
0:50:43,40.4309959,-117.0532073,1430.910248,5592,4103,100.0440063,0,352.6999511,69.9300689,112.2029113,4760.193665,0,12.0335693, ,,,,,,
0:50:45,40.431488,-117.0533294,1430.484222,5647,4049,100.1880035,0,212.7572937,70.052536,112.422264,4813.627258,0,12.0335693, ,,,,,,
0:50:47,40.4319724,-117.0534591,1430.117157,5701,3995,100.2600021,0,172.5261917,70.1754302,112.6251754,4893.841125,0,12.0335693, ,,,,,,
0:50:49,40.4324722,-117.0535736,1429.724213,5756,3940,100.1520004,0,154.335472,70.1344222,112.6754531,4947.381165,0,12.0731525, ,,,,,,
0:50:51,40.4329605,-117.0537185,1429.322235,5811,3886,100.1520004,0,180.6375045,70.1344222,112.7895278,5027.789063,0,12.0335693, ,,,,,,
0:50:53,40.4334525,-117.0538406,1428.951263,5866,3831,100.3320007,0,265.2176666,70.1754302,113.0399169,5081.42334,0,12.0335693, ,,,,,,
0:50:55,40.4339408,-117.0539703,1428.615204,5920,3778,100.4400024,0,280.4059295,70.2576064,113.177391,5108.255379,0,12.0335693, ,,,,,,
0:50:57,40.4344329,-117.0541,1428.219208,5976,3722,100.6200027,0,203.72789,70.3812255,113.4681625,5188.867683,0,12.0731525, ,,,,,,
0:50:59,40.4349327,-117.0542297,1427.753265,6031,3667,100.7639999,0,268.9850005,70.4638824,113.6709594,5242.618668,0,12.0335693, ,,,,,,
0:51:01,40.4354247,-117.0543594,1427.335175,6087,3612,100.8360061,0,250.8090057,70.54673,113.9892272,5323.295929,0,12.0335693, ,,,,,,
0:51:03,40.4359207,-117.0544815,1426.940155,6142,3557,100.9080047,0,259.1503448,70.6297759,114.2126769,5377.14505,0,12.0335693, ,,,,,,
0:51:05,40.4364166,-117.0546112,1426.513153,6197,3503,101.1600036,0,220.2075347,70.6991271,114.4387817,5457.998566,0,12.0335693, ,,,,,,
0:51:07,40.4369087,-117.0547409,1426.072235,6253,3447,101.4480056,0,284.849472,70.9219817,114.7148056,5511.883331,0,12.0335693, ,,,,,,
0:51:09,40.4374084,-117.0548782,1425.64621,6308,3392,101.736,0,293.9890594,71.1111068,115.0712814,5592.694855,0,12.0335693, ,,,,,,
0:51:11,40.4379081,-117.0550079,1425.210175,6364,3336,102.0600051,0,325.3460693,71.2589034,115.2338867,5619.627991,0,12.0335693, ,,,,,,
0:51:13,40.4384078,-117.0551376,1424.706268,6420,3281,102.3840026,0,302.6492614,71.4073181,115.5163421,5673.485901,0,12.0731525, ,,,,,,
0:51:15,40.4389076,-117.0552673,1424.220184,6477,3225,102.8880004,0,293.5385589,71.6703109,115.9089126,5754.211487,0,12.0335693, ,,,,,,
0:51:17,40.4394149,-117.055397,1423.75119,6533,3168,102.9960021,0,297.2163238,71.9712066,116.3691177,5834.896057,0,12.0335693, ,,,,,,
0:51:19,40.4399185,-117.0555343,1423.369232,6590,3112,103.248001,0,304.4302062,72.1442794,116.8443679,5915.710999,0,12.0335693, ,,,,,,
0:51:21,40.440422,-117.0556716,1423.02121,6646,3056,103.248001,0,278.0038604,72.289154,117.1099929,5969.650452,0,12.0335693, ,,,,,,
0:51:23,40.4409294,-117.0558166,1422.64621,6704,2999,103.3199996,0,236.4247283,72.289154,117.3959808,6050.750488,0,12.0335693, ,,,,,,
0:51:25,40.4414329,-117.0559463,1422.276215,6760,2942,103.4280013,0,221.8595428,72.3109359,117.5596466,6104.904304,0,12.0335693, ,,,,,,
0:51:27,40.4419441,-117.0560684,1421.976166,6817,2885,103.3920059,0,287.8496551,72.3327255,117.6966857,6132.00782,0,12.0335693, ,,,,,,
0:51:29,40.4424476,-117.0562133,1421.649261,6874,2829,103.6080016,0,292.3258819,72.3327255,117.8655929,6213.429214,0,12.0335693, ,,,,,,
0:51:31,40.442955,-117.056343,1421.255218,6931,2772,103.8960037,0,323.5243225,72.5952758,118.2116622,6294.794937,0,12.0335693, ,,,,,,
0:51:33,40.4434699,-117.0564804,1420.885223,6989,2715,104.0400009,0,325.4890136,72.7272644,118.4387206,6349.027374,0,12.0335693, ,,,,,,
0:51:35,40.4439811,-117.0566101,1420.502167,7046,2657,104.3280029,0,349.5934143,73.0371246,118.8045501,6430.362823,0,12.0335693, ,,,,,,
0:51:37,40.4444923,-117.0567398,1420.112274,7103,2600,104.4720001,0,300.8040161,73.1261367,119.1029129,6511.718292,0,12.0335693, ,,,,,,
0:51:39,40.4450034,-117.0568771,1419.752167,7161,2543,104.6520003,0,294.8854217,73.2153701,119.2669067,6565.980499,0,12.0335693, ,,,,,,
0:51:41,40.4455184,-117.0570068,1419.369232,7219,2485,104.7240066,0,264.340866,73.3048248,119.4735183,6647.426819,0,12.0335693, ,,,,,,
0:51:43,40.4460296,-117.0571441,1418.921234,7276,2428,104.9400024,0,309.6570739,73.3496322,119.5654754,6674.584534,0,12.0335693, ,,,,,,
0:51:45,40.4465446,-117.0572891,1418.532196,7334,2370,105.1920013,0,321.8550109,73.5744857,119.8612441,6756.00592,0,12.0335693, ,,,,,,
0:51:47,40.4470596,-117.0574264,1418.191254,7392,2312,105.3720016,0,340.4485473,73.6196288,120.0064544,6810.299866,0,12.0335693, ,,,,,,
0:51:49,40.4475784,-117.0575714,1417.8862,7451,2253,105.1560058,0,261.8915862,73.6798934,120.1538391,6891.787659,0,11.9939851, ,,,,,,
0:51:51,40.4480895,-117.0576934,1417.691254,7509,2196,104.9400024,0,141.0120315,73.394493,120.0821762,6973.493713,0,12.0335693, ,,,,,,
0:51:53,40.4486083,-117.0578231,1417.468231,7567,2138,104.7240066,0,210.5066833,73.327217,120.0912704,7028.083496,0,12.0335693, ,,,,,,
0:51:55,40.4491233,-117.0579528,1417.214203,7625,2080,104.7240066,0,294.9204558,73.327217,120.1296005,7109.970222,0,12.0335693, ,,,,,,
0:51:57,40.4496345,-117.0580978,1417.019257,7683,2022,104.7240066,0,283.8798064,73.3048248,120.186943,7164.612801,0,12.0335693, ,,,,,,
0:51:59,40.4501457,-117.0582351,1416.809174,7741,1964,104.5440063,0,319.8276977,73.394493,120.2271957,7191.909676,0,12.0335693, ,,,,,,
0:52:01,40.4506606,-117.0583648,1416.652191,7798,1907,104.4720001,0,227.6710052,73.0816039,120.1678314,7273.983414,0,12.0335693, ,,,,,,
0:52:03,40.4510002,-117.058464,1416.52121,7837,1868,104.1840057,0,309.398468,72.9926986,120.1364898,7356.189484,0,12.0335693, ,,,,,,
0:52:05,40.4516868,-117.0586471,1416.206268,7915,1791,103.8600005,0,134.8787765,72.6392211,119.8574905,7438.593292,0,12.0335693, ,,,,,,
0:52:07,40.4521903,-117.0587692,1415.839203,7972,1734,103.5,0,119.14682,72.5733261,119.6749801,7493.60257,0,12.0335693, ,,,,,,
0:52:09,40.4526977,-117.0589141,1415.476166,8029,1677,103.1040039,0,90.9012374,72.2456283,119.4459991,7576.249054,0,11.9939851, ,,,,,,
0:52:11,40.4532012,-117.0590438,1415.155243,8086,1620,102.6720046,0,88.1547927,71.9640121,119.2872924,7631.539124,0,12.0335693, ,,,,,,
0:52:13,40.4537086,-117.0591659,1414.75119,8143,1563,102.2040023,0,70.7739028,71.5990371,119.0004501,7714.706604,0,12.0335693, ,,,,,,
0:52:15,40.4540405,-117.0592575,1414.475189,8180,1525,101.8800048,0,76.1379775,71.3860778,118.9124908,7742.479553,0,11.9939851, ,,,,,,
0:52:17,40.454708,-117.0594253,1413.965179,8255,1450,101.7720031,0,150.1320114,71.1743698,118.8032836,7825.851624,0,12.0335693, ,,,,,,
0:52:19,40.4552078,-117.059555,1413.554169,8312,1394,101.6280059,0,138.1592788,71.1321792,118.7441101,7881.495178,0,11.9939851, ,,,,,,
0:52:21,40.4555396,-117.0596466,1413.273163,8350,1356,101.4480056,0,154.3154373,70.9639205,118.665779,7965.031799,0,11.9939851, ,,,,,,
0:52:23,40.4562034,-117.059822,1412.677216,8425,1281,101.5559997,0,163.5786666,70.9639205,118.6414718,8020.766113,0,12.0335693, ,,,,,,
0:52:25,40.4566993,-117.0599517,1412.190155,8481,1225,101.6640014,0,216.1496276,71.0900421,118.6615905,8048.583496,0,11.9939851, ,,,,,,
0:52:27,40.4571952,-117.0600891,1411.765228,8537,1168,101.6640014,0,193.6892165,71.1743698,118.0127792,8159.475105,0,12.0335693, ,,,,,,
0:52:29,40.4576949,-117.0602188,1411.440155,8594,1112,101.736,0,248.0328826,71.2377548,117.5764007,8242.132339,0,12.0335693, ,,,,,,
0:52:31,40.4581947,-117.0603485,1411.177216,8651,1055,101.6280059,0,229.4451293,71.1743698,117.4322357,8269.647964,0,12.0335693, ,,,,,,
0:52:33,40.4585265,-117.06044,1411.019257,8688,1018,101.4120025,0,164.655754,70.9639205,116.8929443,8352.075714,0,11.9939851, ,,,,,,
0:52:35,40.4591903,-117.0606002,1410.683197,8764,942,101.1960067,0,183.1821365,70.9639205,116.5339813,8406.882355,0,12.0335693, ,,,,,,
0:52:37,40.4596862,-117.0607452,1410.433197,8820,886,101.088005,0,157.7271347,70.7130203,115.9576644,8489.000519,0,12.0335693, ,,,,,,
0:52:39,40.4601783,-117.0608749,1410.238251,8876,830,100.8360061,0,231.5973815,70.650566,115.6894149,8543.647003,0,11.9939851, ,,,,,,
0:52:41,40.460678,-117.060997,1410.003265,8932,774,100.5839996,0,154.4288864,70.4225311,115.1424713,8625.570862,0,11.9939851, ,,,,,,
0:52:43,40.4611701,-117.0611267,1409.796234,8988,718,100.1880035,0,154.0612716,70.2164993,114.7434921,8680.137268,0,11.9939851, ,,,,,,
0:52:45,40.4614982,-117.0612182,1409.653168,9025,681,99.9719924,0,155.5228042,70.0934524,114.5472259,8707.397034,0,12.0335693, ,,,,,,
0:52:47,40.4621505,-117.0613937,1409.302216,9100,606,99.683998,0,146.5811386,69.8893356,113.9839171,8789.069885,0,11.9939851, ,,,,,,
0:52:49,40.462635,-117.0615234,1408.990204,9155,551,99.4679946,0,170.447792,69.7268982,113.5975799,8843.465393,0,11.9939851, ,,,,,,
0:52:51,40.462963,-117.0615997,1408.790253,9192,514,99.4319991,0,234.2526245,69.565216,113.1204147,8924.864807,0,11.9939851, ,,,,,,
0:52:53,40.4636154,-117.0617675,1408.413177,9266,440,99.3239974,0,208.7224578,69.4846496,112.7398071,9006.055664,0,11.9939851, ,,,,,,
0:52:55,40.4641036,-117.0618972,1408.137177,9321,385,99.107994,0,227.358551,69.4444427,112.5099182,9060.117187,0,11.9939851, ,,,,,,
0:52:56,40.4645881,-117.0620269,1407.819183,9376,330,99.0719985,0,235.6484222,69.4042739,112.2989959,9114.103523,0,12.0335693, ,,,,,,
0:52:58,40.4650764,-117.062149,1407.528168,9432,275,99.1799926,0,253.1809387,69.3641586,111.9768828,9194.91114,0,11.9939851, ,,,,,,
0:53:01,40.4655609,-117.0622787,1407.240204,9487,219,98.8559951,0,208.1758575,69.324089,111.8419875,9221.816421,0,11.9939851, ,,,,,,
0:53:03,40.4658813,-117.0623702,1407.137177,9524,183,98.6039962,0,233.0068359,69.1642608,111.6018981,9275.626968,0,11.9939851, ,,,,,,
0:53:05,40.466526,-117.0625381,1407.007172,9597,110,98.0639953,0,174.9221419,68.8468093,111.148674,9356.393585,0,11.9939851, ,,,,,,
0:53:05,40.4670066,-117.0626602,1406.909271,9652,55,96.659996,0,174.9221419,68.8468093,111.148674,9356.393585,0,11.9939851, ,,,,,,
0:53:09,40.4674758,-117.0627899,1406.791229,9705,9,92.9519958,0,0,0,109.6443252,9478.535187,0,11.9939851, ,,,,,,
0:53:11,40.4679298,-117.0629196,1406.69516,9757,51,87.7319946,0,0,0,108.9071349,9539.091827,0,11.9939851, ,,,,,,
0:53:12,40.468357,-117.063034,1406.571259,9806,99,84.959999,0,0,0,107.9978942,9614.195374,0,11.9939851, ,,,,,,
0:53:14,40.4687538,-117.0631408,1406.49118,9851,144,79.7039947,0,0,0,107.2789459,9673.754944,0,11.9939851, ,,,,,,
0:53:17,40.4691314,-117.0632247,1406.45224,9894,187,72.4319991,0,0,0,106.9242934,9703.266663,0,11.9939851, ,,,,,,
0:53:19,40.4694862,-117.0633316,1406.45517,9934,228,68.1479949,0,0,0,106.0391159,9776.88678,0,11.9939851, ,,,,,,
0:53:21,40.4697074,-117.0633773,1406.443207,9960,253,64.7279968,0,0,0,105.3397827,9835.279358,0,12.0335693, ,,,,,,
0:53:21,40.4697074,-117.0633773,1406.443207,9960,253,64.7279968,0,0,0,104.4722289,9907.810608,0,11.9939851, ,,,,,,
0:53:21,40.4697074,-117.0633773,1406.443207,9960,253,64.7279968,0,0,0,103.7860183,9965.399475,0,11.9939851, ,,,,,,
0:53:26,40.4701309,-117.0634841,1406.353241,10008,301,61.7759971,0,0,0,103.1041412,10022.63867,0,11.9939851, ,,,,,,
0:53:28,40.4705962,-117.0636138,1406.238251,10061,354,60.659996,0,0,0,102.4283676,10079.50195,0,11.9939851, ,,,,,,
0:53:30,40.4710502,-117.0637359,1406.147186,10113,406,57.7079963,0,0,0,101.7577438,10136.05079,0,11.9939851, ,,,,,,
0:53:33,40.4713821,-117.0638122,1406.139252,10151,444,52.7759971,0,0,0,101.4268035,10164.07325,0,11.9939851, ,,,,,,
0:53:35,40.4716949,-117.0638961,1406.189178,10186,479,50.4719962,0,0,0,100.602127,10233.85646,0,11.9939851, ,,,,,,
0:53:37,40.4719924,-117.06398,1406.239227,10221,513,48.9959983,0,0,0,99.9491576,10289.31447,0,11.9939851, ,,,,,,
0:53:38,40.4721984,-117.0640335,1406.276215,10244,537,48.2759971,0,0,0,99.1400451,10358.10941,0,11.9939851, ,,,,,,
0:53:40,40.4723968,-117.0640869,1406.295258,10267,560,47.4119987,0,0,0,98.4977188,10412.81644,0,11.9939851, ,,,,,,
0:53:42,40.4725952,-117.0641326,1406.355194,10289,582,46.5479965,0,0,0,97.8611144,10467.14261,0,11.9939851, ,,,,,,
0:53:45,40.4730186,-117.0642471,1406.514252,10338,631,45.4319991,0,0,0,97.6734161,10483.21976,0,11.9939851, ,,,,,,
0:53:45,40.4730186,-117.0642471,1406.514252,10338,631,45.4319991,0,0,0,96.6024017,10574.82425,0,11.9939851, ,,,,,,
0:53:49,40.4732742,-117.0643157,1406.605194,10367,659,43.8839988,0,0,0,96.2931671,10601.4278,0,11.9939851, ,,,,,,
0:53:51,40.473709,-117.0644302,1406.739227,10416,709,43.2719993,0,0,0,95.5206756,10667.78912,0,11.9939851, ,,,,,,
0:53:53,40.4738502,-117.0644683,1406.764252,10433,725,42.0119972,0,0,0,94.9088744,10720.47467,0,11.9939851, ,,,,,,
0:53:53,40.4738502,-117.0644683,1406.764252,10433,725,42.0119972,0,0,0,94.1525192,10785.77838,0,11.9939851, ,,,,,,
0:53:56,40.4740562,-117.0645217,1406.80722,10456,749,40.2839965,0,0,0,93.5513381,10837.76178,0,11.9939851, ,,,,,,
0:53:58,40.4742889,-117.0645828,1406.844208,10483,776,39.671997,0,0,0,92.9556579,10889.36139,0,11.9939851, ,,,,,,
0:54:00,40.4745178,-117.0646362,1406.832245,10509,802,39.2759971,0,0,0,92.3649902,10940.63385,0,11.9939851, ,,,,,,
0:54:03,40.4748725,-117.0647277,1406.708221,10550,842,38.736,0,0,0,92.0733032,10966.04498,0,11.9544, ,,,,,,
0:54:05,40.4750327,-117.0647735,1406.648163,10568,861,38.5559997,0,0,0,92.0733032,10966.04498,0,11.9939851, ,,,,,,
0:54:07,40.4751853,-117.0648117,1406.605194,10586,878,38.4119987,0,33.4043312,27.0392055,91.5183334,11022.62714,0,11.9939851, ,,,,,,
0:54:09,40.4754676,-117.0648879,1406.537201,10618,910,38.303997,0,32.9892615,26.8937682,90.9647368,11079.17108,0,11.9939851, ,,,,,,
0:54:09,40.4754676,-117.0648879,1406.537201,10618,910,38.303997,0,24.5782871,26.7677879,90.3890762,11135.63007,0,11.9544, ,,,,,,
0:54:12,40.475624,-117.0649261,1406.52121,10635,928,36.972,0,24.5782871,26.7677879,90.3890762,11135.63007,0,11.9939851, ,,,,,,
0:54:14,40.4758071,-117.0649795,1406.534271,10657,949,34.4519996,0,0,0,88.9578704,11259.62617,0,11.9939851, ,,,,,,
0:54:16,40.4760131,-117.0650482,1406.558197,10681,973,31.499998,0,0,0,88.3988189,11308.71896,0,11.9939851, ,,,,,,
0:54:19,40.4761924,-117.0650863,1406.588226,10701,993,25.8839988,0,0,0,88.1225357,11333.06467,0,11.9939851, ,,,,,,
0:54:21,40.4764404,-117.0651473,1406.57016,10729,1022,21.8159999,0,0,0,87.5698852,11381.67307,0,11.9939851, ,,,,,,
0:54:23,40.4765128,-117.0651702,1406.533173,10737,1030,19.5479984,0,0,0,86.8860702,11441.95724,0,11.9939851, ,,,,,,
0:54:24,40.4765777,-117.0651855,1406.489227,10745,1037,19.2599983,0,0,0,86.2066039,11501.86545,0,11.9939851, ,,,,,,
0:54:26,40.4766578,-117.0652084,1406.444183,10754,1047,18.972,0,0,0,85.6705321,11549.36935,0,11.9939851, ,,,,,,
0:54:28,40.4767341,-117.0652389,1406.39621,10763,1055,18.143999,0,0,0,85.1370925,11596.62619,0,11.9939851, ,,,,,,
0:54:30,40.4768218,-117.0652618,1406.357269,10774,1066,10.1519994,0,0,0,84.6092757,11643.54224,0,11.9939851, ,,,,,,
0:54:32,40.4768752,-117.065277,1406.361176,10779,1071,0.0359999,0,0,0,84.0836257,11690.26099,0,11.9939851, ,,,,,,
0:54:35,40.4769096,-117.0652847,1406.515228,10783,1076,0.6119999,0,0,0,83.9218215,11704.68188,0,11.9544, ,,,,,,
0:54:37,40.4769134,-117.0652847,1406.573212,10783,1076,0.4319999,0,0,0,83.3023986,11759.72583,0,11.9544, ,,,,,,
0:54:39,40.4769134,-117.0652847,1406.544159,10783,1076,0.2159999,0,0,0,82.6590499,11817.09692,0,11.9544, ,,,,,,
0:54:41,40.4769134,-117.0652847,1406.544159,10783,1076,0.2159999,0,0,0,82.022499,11873.98071,0,11.9544, ,,,,,,
0:54:43,40.4769134,-117.0652847,1406.544159,10783,1076,0.2879999,0,0,0,81.5177764,11919.20337,0,11.9544, ,,,,,,
0:54:45,40.4769134,-117.0652847,1406.630218,10783,1076,0.1799999,0,0,0,80.8918304,11975.302,0,11.9544, ,,,,,,
0:54:47,40.4769134,-117.0652847,1406.749237,10784,1076,0.3239999,0,0,0,80.3936385,12019.99158,0,11.9939851, ,,,,,,
0:54:49,40.4769134,-117.0652999,1406.787201,10785,1076,0.6119999,0,0,0,79.9001235,12064.31677,0,11.9544, ,,,,,,
0:54:51,40.4769134,-117.0652999,1406.499237,10785,1076,0.6119999,0,0,0,79.4099807,12108.39198,0,11.9544, ,,,,,,
0:54:53,40.4769134,-117.0652999,1406.419159,10785,1076,0.5759999,0,0,0,78.9249724,12152.13221,0,11.9544, ,,,,,,
0:54:55,40.4769134,-117.0652999,1406.094208,10785,1076,0.5039999,0,0,0,78.9249724,12152.13221,0,11.9544, ,,,,,,
0:54:57,40.4769134,-117.0652999,1405.907196,10785,1076,0.5039999,0,0,0,78.9249724,12152.13221,0,11.9544, ,,,,,,
0:54:59,40.4769134,-117.0652999,1405.910248,10785,1076,0.2519999,0,0,0,77.5326766,12276.79433,0,11.9939851, ,,,,,,
0:55:01,40.4769134,-117.0652999,1405.850189,10786,1076,0.3239999,0,0,0,77.0592651,12319.60782,0,11.9939851, ,,,,,,
